Latitude,Longitude,CropType,B02,B08,B11
45.96828734637965,-62.62786429158513,65,"Soybean",5,13,50
45.96828734637965,-62.62644745009785,95,"Barley",4,12,50
45.96828734637965,-62.625030608610565,95,"Mustard",4,13,50
45.96828734637965,-62.62361376712329,97,"Mustard",4,13,50
45.96828734637965,-62.62361376712329,80,"Mustard",4,13,50
45.96828734637965,-62.622196925636004,76,"Mustard",4,12,50
45.96828734637965,-62.617946401174166,79,"Wheat - Winter",4,13,51
45.96828734637965,-62.60944535225049,37,"Abandoned Agricultural Land",5,14,50
45.96828734637965,-62.60802851076321,58,"Soybean",5,13,50
45.96828734637965,-62.60236114481409,80,"Soybean",0,0,49
45.96828734637965,-62.60094430332681,79,"Soybean",122,179,65
45.96828734637965,-62.59244325440313,80,"Pasture",135,236,59
45.96828734637965,-62.59102641291585,78,"Pasture",135,239,58
45.96828734637965,-62.58252536399217,85,"Soybean",140,244,59
45.96828734637965,-62.57827483953033,48,"Vineyard (Grape)",111,201,55
45.96828734637965,-62.57685799804305,93,"Vineyard (Grape)",85,147,54
45.96828734637965,-62.57119063209393,69,"Soybean",86,139,57
45.96828734637965,-62.565523266144815,52,"Soybean",79,185,54
45.96828734637965,-62.55418853424658,98,"Mustard",89,161,56
45.969471561643836,-62.617946401174166,83,"Wheat - Winter",5,13,51
45.969471561643836,-62.57685799804305,45,"Vineyard (Grape)",105,191,56
45.969471561643836,-62.572607473581215,78,"Soybean",124,190,60
45.969471561643836,-62.57119063209393,81,"Soybean",95,221,52
45.969471561643836,-62.562689583170254,81,"Abandoned Agricultural Land",69,127,55
45.969471561643836,-62.55418853424658,86,"Mustard",74,164,54
45.969471561643836,-62.55277169275929,51,"Soybean",102,217,55
45.970655776908025,-62.562689583170254,76,"Abandoned Agricultural Land",96,178,54
45.970655776908025,-62.55277169275929,84,"Soybean",99,206,54
45.970655776908025,-62.551354851272016,53,"Corn",71,134,54
45.970655776908025,-62.54710432681018,40,"Soybean",99,229,55
45.9730242074364,-62.54993800978473,31,"Corn",110,193,56
45.974208422700585,-62.545687485322894,92,"Soybean",95,187,57
45.975392637964774,-62.545687485322894,50,"Soybean",107,205,53
45.97657685322896,-62.53293591193738,40,"Pasture",64,137,54
45.97776106849315,-62.531519070450095,27,"Pasture",74,200,53
45.97776106849315,-62.53010222896282,65,"Timothy",122,205,56
45.97894528375734,-62.52726854598826,70,"Corn",79,164,54
45.9824979295499,-62.52868538747554,76,"Timothy",76,218,54
45.9824979295499,-62.52726854598826,95,"Barley",71,220,52
45.9824979295499,-62.52585170450098,93,"Barley",91,167,56
45.98723479060666,-62.53010222896282,50,"Barley",134,240,55
45.98841900587084,-62.53010222896282,83,"Barley",137,240,55
45.99434008219178,-62.52585170450098,84,"Potato",123,229,55
45.99552429745597,-62.52585170450098,49,"Potato",104,176,55
45.996708512720154,-62.52726854598826,78,"Wheat - Winter",102,212,53
45.996708512720154,-62.524434863013695,95,"Soybean",107,159,59
45.996708512720154,-62.52301802152642,63,"Soybean",105,204,54
45.99789272798434,-62.52160118003914,31,"Barley",116,151,58
46.00618223483366,-62.59244325440313,70,"Soybean",109,208,56
46.00618223483366,-62.586775888454014,49,"Corn",98,202,54
46.00618223483366,-62.545687485322894,18,"Soybean",99,216,55
46.00736645009785,-62.59527693737769,98,"Mustard",126,227,58
46.00736645009785,-62.59244325440313,62,"Soybean",105,197,55
46.00736645009785,-62.54993800978473,54,"Mustard",100,235,52
46.00855066536204,-62.59527693737769,34,"Mustard",134,238,58
46.00855066536204,-62.59244325440313,89,"Corn",130,239,57
46.04170869275929,-62.68170426810176,91,"Wheat - Spring",126,193,63
46.04289290802348,-62.687371634050876,41,"Clover",129,239,58
46.04289290802348,-62.68170426810176,73,"Wheat - Spring",107,179,55
46.04407712328767,-62.68312110958904,79,"Vineyard (Grape)",113,194,60
46.04526133855186,-62.69162215851272,35,"Clover",136,237,61
46.04526133855186,-62.67603690215264,80,"Soybean",139,210,63
46.04644555381605,-62.69162215851272,98,"Clover",68,142,55
46.04644555381605,-62.66045164579256,29,"Barley",118,192,57
46.04762976908024,-62.66045164579256,71,"Potato",118,236,56
46.04881398434442,-62.66045164579256,79,"Potato",111,169,61
46.04881398434442,-62.66045164579256,94,"Soybean",111,169,61
46.04881398434442,-62.659034804305286,74,"Soybean",77,137,56
46.04881398434442,-62.656201121330724,74,"Soybean",85,150,56
46.0511824148728,-62.64770007240704,86,"Corn",100,192,58
46.0511824148728,-62.646283230919764,78,"Corn",99,164,59
46.05236663013699,-62.634948499021526,79,"Wheat - Winter",160,166,70
46.05236663013699,-62.63353165753425,84,"Wheat - Winter",166,140,72
46.053550845401176,-62.63778218199609,70,"Orchards - Apple",106,235,54
46.054735060665365,-62.6292811330724,71,"Pasture",146,146,69
46.08907730332681,-62.68878847553816,9,"Timothy",109,178,58
46.090261518591,-62.69020531702544,64,"Corn",154,187,66
46.090261518591,-62.68312110958904,48,"Wheat - Winter",81,190,56
46.090261518591,-62.68028742661448,84,"Wheat - Winter",150,195,61
46.09144573385519,-62.69020531702544,76,"Corn",154,172,66
46.09144573385519,-62.687371634050876,28,"Timothy",89,167,56
46.09144573385519,-62.68028742661448,85,"Wheat - Winter",100,178,58
46.09144573385519,-62.6788705851272,55,"Soybean",94,206,56
46.09144573385519,-62.67036953620352,53,"Potato",81,205,55
46.09262994911938,-62.68878847553816,22,"Corn",132,176,62
46.09262994911938,-62.6788705851272,30,"Berries - Blueberry",108,178,60
46.09262994911938,-62.67462006066536,92,"Soybean",109,172,63
46.09262994911938,-62.673203219178085,81,"Soybean",96,141,57
46.09262994911938,-62.67036953620352,78,"Potato",122,236,61
46.09262994911938,-62.66895269471624,62,"Wheat - Winter",115,236,59
46.09262994911938,-62.66753585322896,100,"Wheat - Winter",122,230,59
46.09381416438356,-62.67603690215264,95,"Potato",100,221,54
46.09381416438356,-62.67462006066536,68,"Potato",101,122,63
46.09499837964775,-62.66753585322896,84,"Soybean",114,219,58
46.09499837964775,-62.65478427984344,58,"Pasture",150,237,62
46.09618259491194,-62.66753585322896,50,"Soybean",134,238,58
46.09618259491194,-62.6647021702544,54,"Wheat - Winter",91,171,56
46.099735240704504,-62.639199023483364,95,"Pasture",154,236,63
46.100919455968686,-62.6434495479452,99,"Soybean",175,236,101
46.100919455968686,-62.642032706457925,97,"Soybean",130,236,62
46.10565631702544,-62.622196925636004,14,"Pasture",113,161,64
46.11749846966732,-62.62786429158513,78,"Soybean",143,235,77
46.11749846966732,-62.62644745009785,80,"Soybean",127,235,58
46.1293406223092,-62.62786429158513,58,"Potato",83,181,56
46.1293406223092,-62.617946401174166,17,"Abandoned Agricultural Land",138,201,62
46.13052483757338,-62.622196925636004,29,"Potato",134,239,61
46.13170905283757,-62.62786429158513,70,"Potato",127,177,73
46.13170905283757,-62.62644745009785,99,"Potato",108,206,57
46.13170905283757,-62.60802851076321,39,"Potato",146,240,67
46.13289326810176,-62.610862193737766,57,"Potato",153,205,61
46.13407748336595,-62.60236114481409,89,"Corn",129,242,62
46.13407748336595,-62.60094430332681,86,"Corn",130,185,61
46.13644591389433,-62.60236114481409,58,"Corn",132,242,63
46.13763012915852,-62.60236114481409,91,"Corn",129,242,62
46.141182774951076,-62.60519482778865,65,"Mixed Forage",95,170,58
46.143551205479454,-62.60519482778865,74,"Mixed Forage",97,194,59
46.14473542074364,-62.60519482778865,95,"Mixed Forage",66,203,61
46.145919636007825,-62.60802851076321,66,"Corn",86,150,77
46.145919636007825,-62.60661166927593,74,"Corn",116,157,80
46.147103851272014,-62.60802851076321,68,"Corn",184,223,177
46.15420914285714,-62.60802851076321,100,"Mustard",30,80,57
46.15539335812133,-62.60802851076321,52,"Mustard",86,88,64
46.16131443444227,-62.625030608610565,48,"Wheat - Spring",4,13,52
46.16131443444227,-62.61936324266145,44,"Wheat - Winter",113,160,66
46.16249864970646,-62.62644745009785,49,"Barley",14,41,53
46.16249864970646,-62.61227903522505,98,"Potato",2,16,57
46.16249864970646,-62.610862193737766,68,"Potato",61,46,66
46.164867080234835,-62.615112718199605,64,"Orchards - Apple",19,42,53
46.164867080234835,-62.61369587671233,96,"Orchards - Apple",121,235,61
46.164867080234835,-62.61369587671233,69,"Potato",121,235,61
46.166051295499024,-62.61369587671233,89,"Potato",19,34,53
46.187367170254404,-62.6505337553816,66,"Potato",68,54,80
46.18855138551859,-62.6505337553816,86,"Potato",155,249,63
46.190919816046964,-62.651950596868886,42,"Potato",190,236,110
46.19210403131115,-62.651950596868886,97,"Potato",118,206,60
46.19328824657534,-62.65478427984344,78,"Potato",113,221,63
46.19328824657534,-62.651950596868886,73,"Potato",139,236,62
46.19565667710372,-62.65478427984344,74,"Potato",134,207,81
46.19565667710372,-62.65336743835616,63,"Potato",168,240,67
46.19684089236791,-62.65478427984344,81,"Potato",151,236,88
46.19802510763209,-62.656201121330724,65,"Soybean",162,243,76
46.19920932289628,-62.656201121330724,68,"Soybean",137,238,73
46.19920932289628,-62.65478427984344,76,"Soybean",133,238,70
46.21223569080235,-62.651950596868886,24,"Abandoned Agricultural Land",113,221,65
46.21578833659491,-62.64770007240704,75,"Soybean",109,198,58
46.2169725518591,-62.6505337553816,35,"Wheat - Spring",130,224,64
46.2169725518591,-62.64770007240704,98,"Soybean",144,236,65
46.22052519765166,-62.64770007240704,95,"Corn",129,201,74
46.22052519765166,-62.646283230919764,77,"Corn",136,209,70
46.23236735029354,-62.64061586497065,34,"Pasture",93,152,66
46.24184107240705,-62.6434495479452,54,"Clover",125,215,63
46.24302528767123,-62.6434495479452,82,"Clover",125,209,69
46.24420950293542,-62.6434495479452,41,"Mixed Forage",87,162,61
46.24539371819961,-62.6434495479452,100,"Mixed Forage",121,163,71
46.247762148727986,-62.639199023483364,23,"Alfalfa",93,209,57
46.248946363992175,-62.63778218199609,51,"Barley",96,209,57
46.25013057925636,-62.63778218199609,48,"Barley",72,116,58
46.251314794520546,-62.63778218199609,88,"Barley",86,174,57
46.252499009784735,-62.63353165753425,30,"Mixed Forage",44,111,55
46.257235870841484,-62.622196925636004,89,"Berries - Blueberry",78,142,57
46.257235870841484,-62.62078008414873,69,"Berries - Blueberry",90,204,56
46.257235870841484,-62.61936324266145,70,"Berries - Blueberry",93,208,56
46.257235870841484,-62.617946401174166,93,"Berries - Blueberry",80,185,57
46.25960430136986,-62.61936324266145,48,"Potato",101,229,55
46.25960430136986,-62.615112718199605,54,"Berries - Blueberry",91,158,60
46.26078851663405,-62.61936324266145,91,"Potato",46,117,55
46.26315694716243,-62.61227903522505,38,"Corn",92,180,59
46.26315694716243,-62.60944535225049,87,"Corn",104,206,56
46.26315694716243,-62.60802851076321,87,"Corn",110,171,63
46.26434116242662,-62.61227903522505,94,"Corn",89,188,57
46.26434116242662,-62.60519482778865,18,"Potato",108,213,57
46.26670959295499,-62.60377798630137,50,"Potato",84,183,55
46.26789380821918,-62.60519482778865,89,"Potato",93,214,56
46.26789380821918,-62.60377798630137,81,"Potato",66,179,57
46.26789380821918,-62.60094430332681,82,"Clover",94,202,57
46.26789380821918,-62.59952746183953,76,"Clover",98,213,54
46.26907802348337,-62.60236114481409,86,"Mixed Forage",81,146,57
46.26907802348337,-62.60094430332681,84,"Mixed Forage",86,150,56
46.274999099804305,-62.43942437377691,66,"Corn",3,10,52
46.274999099804305,-62.43800753228963,83,"Barley",2,10,52
46.276183315068494,-62.43942437377691,67,"Corn",2,10,52
46.276183315068494,-62.43800753228963,86,"Barley",3,10,52
46.276183315068494,-62.43800753228963,92,"Barley",3,10,52
46.27736753033268,-62.44225805675147,35,"Corn",3,10,52
46.27736753033268,-62.440841215264186,88,"Corn",2,10,52
46.27736753033268,-62.43942437377691,70,"Corn",3,10,52
46.27736753033268,-62.43800753228963,61,"Barley",3,10,53
46.27736753033268,-62.433757007827786,65,"Corn",3,10,52
46.27855174559687,-62.452175947162424,26,"Peas",2,10,52
46.27973596086105,-62.48759698434442,32,"Corn",90,182,53
46.28092017612524,-62.572607473581215,91,"Oats",82,146,58
46.28092017612524,-62.49043066731898,61,"Corn",91,199,56
46.28092017612524,-62.412504385518595,17,"Mixed Forage",3,10,52
46.28210439138943,-62.572607473581215,64,"Oats",87,185,55
46.28210439138943,-62.49043066731898,71,"Corn",68,169,55
46.28210439138943,-62.412504385518595,60,"Corn",3,10,53
46.28328860665362,-62.412504385518595,75,"Corn",3,10,52
46.28328860665362,-62.409670702544034,64,"Corn",4,10,53
46.28328860665362,-62.40825386105675,97,"Corn",3,10,53
46.28447282191781,-62.56694010763209,68,"Mixed Forage",80,132,58
46.28447282191781,-62.565523266144815,49,"Soybean",84,170,57
46.28447282191781,-62.412504385518595,52,"Corn",3,10,52
46.285657037182,-62.565523266144815,85,"Soybean",87,178,56
46.285657037182,-62.412504385518595,81,"Corn",3,10,53
46.285657037182,-62.409670702544034,13,"Mixed Forage",3,10,53
46.28684125244619,-62.56410642465753,22,"Soybean",57,109,56
46.28684125244619,-62.496098033268105,40,"Barley",87,140,55
46.28802546771037,-62.565523266144815,17,"Mixed Forage",86,132,58
46.28802546771037,-62.56410642465753,47,"Potato",66,159,55
46.28802546771037,-62.56127274168298,20,"Corn",79,195,55
46.28802546771037,-62.49751487475538,84,"Pasture",140,236,60
46.28802546771037,-62.496098033268105,99,"Barley",78,170,56
46.28802546771037,-62.49326435029354,49,"Corn",113,153,65
46.28802546771037,-62.41108754403131,67,"Barley",3,10,52
46.28802546771037,-62.409670702544034,92,"Barley",3,10,52
46.28920968297456,-62.56410642465753,92,"Potato",78,168,56
46.29039389823875,-62.412504385518595,95,"Corn",4,11,53
46.29039389823875,-62.41108754403131,64,"Corn",3,10,53
46.295130759295496,-62.551354851272016,58,"Pasture",87,185,55
46.296314974559685,-62.548521168297455,99,"Wheat - Spring",78,179,56
46.296314974559685,-62.409670702544034,77,"Barley",3,10,52
46.297499189823874,-62.548521168297455,96,"Wheat - Spring",67,124,55
46.297499189823874,-62.41392122700587,24,"Buckwheat",4,10,53
46.29986762035225,-62.538603277886494,97,"Pasture",110,223,53
46.29986762035225,-62.538603277886494,79,"Oats",110,223,53
46.29986762035225,-62.53718643639922,96,"Pasture",131,238,61
46.30105183561644,-62.50459908219178,57,"Pasture",85,136,57
46.30105183561644,-62.412504385518595,69,"Buckwheat",3,10,52
46.30223605088062,-62.41392122700587,30,"Buckwheat",3,10,52
46.30342026614481,-62.531519070450095,70,"Timothy",122,241,62
46.30578869667319,-62.53010222896282,28,"Timothy",71,156,53
46.30697291193738,-62.52726854598826,39,"Pasture",94,179,57
46.30815712720157,-62.52726854598826,97,"Pasture",88,173,55
46.31052555772994,-62.50743276516634,96,"Pasture",69,137,55
46.31170977299413,-62.50743276516634,36,"Pasture",76,207,57
46.31289398825832,-62.51168328962818,91,"Pasture",75,209,55
46.314078203522506,-62.51168328962818,59,"Pasture",56,189,53
46.314078203522506,-62.50884960665362,26,"Pasture",93,194,55
46.314078203522506,-62.39975281213307,7,"Barley",3,9,52
46.316446634050884,-62.510266448140904,52,"Peas",101,210,55
46.316446634050884,-62.40116965362035,61,"Barley",3,10,52
46.316446634050884,-62.398335970645796,43,"Mixed Forage",3,10,52
46.319999279843444,-62.398335970645796,32,"Mixed Forage",3,10,52
46.32236771037182,-62.39691912915851,41,"Mixed Forage",4,10,52
46.32473614090019,-62.38700123874755,34,"Timothy",3,9,51
46.32592035616438,-62.38983492172211,53,"Timothy",3,9,52
46.335394078277886,-62.381333872798436,82,"Mixed Forage",4,10,52
46.336578293542075,-62.381333872798436,50,"Mixed Forage",4,10,52
46.337762508806264,-62.381333872798436,63,"Clover",3,9,52
46.337762508806264,-62.37991703131115,94,"Clover",3,10,52
46.34723623091976,-62.378500189823875,44,"Mixed Forage",2,9,52
46.34842044618395,-62.378500189823875,89,"Mixed Forage",2,9,51
46.35197309197652,-62.23114867514677,84,"Potato",3,9,51
46.35315730724071,-62.23114867514677,57,"Potato",3,9,51
46.35315730724071,-62.22689815068493,51,"Potato",3,9,51
46.35315730724071,-62.215563418786694,22,"Potato",3,9,51
46.35315730724071,-62.21414657729942,78,"Wheat - Spring",3,9,51
46.35315730724071,-62.21272973581213,89,"Wheat - Spring",3,9,51
46.354341522504896,-62.37566650684931,14,"Abandoned Agricultural Land",2,9,52
46.354341522504896,-62.22264762622309,93,"Potato",3,9,51
46.354341522504896,-62.221230784735816,66,"Potato",3,10,51
46.354341522504896,-62.218397101761255,92,"Potato",3,10,51
46.354341522504896,-62.19997816242662,21,"Potato",3,9,51
46.35552573776908,-62.218397101761255,99,"Potato",3,9,51
46.35552573776908,-62.21272973581213,49,"Buckwheat",3,9,51
46.35552573776908,-62.19997816242662,66,"Barley",3,9,50
46.35552573776908,-62.19714447945206,20,"Wheat - Winter",3,9,51
46.35552573776908,-62.19572763796478,27,"Soybean",3,9,51
46.35670995303327,-62.34449599412916,38,"Barley",3,9,51
46.35670995303327,-62.287822334637966,93,"Oats",3,9,51
46.35670995303327,-62.20989605283758,41,"Buckwheat",3,10,51
46.357894168297456,-62.361498091976515,67,"Mixed Forage",2,9,51
46.357894168297456,-62.357247567514676,89,"Barley",2,9,51
46.357894168297456,-62.3558307260274,99,"Barley",2,9,51
46.357894168297456,-62.34449599412916,97,"Barley",3,9,51
46.357894168297456,-62.34024546966732,71,"Barley",2,9,51
46.357894168297456,-62.309074956947164,40,"Wheat - Winter",3,9,51
46.357894168297456,-62.29348970058709,59,"Potato",2,9,50
46.357894168297456,-62.287822334637966,64,"Oats",3,9,51
46.357894168297456,-62.19572763796478,60,"Barley",3,9,51
46.357894168297456,-62.19289395499022,98,"Potato",3,10,51
46.357894168297456,-62.191477113502934,94,"Potato",3,9,51
46.359078383561645,-62.36716545792564,40,"Barley",3,9,52
46.359078383561645,-62.361498091976515,86,"Mixed Forage",2,9,51
46.359078383561645,-62.34591283561644,47,"Vineyard (Grape)",3,9,51
46.359078383561645,-62.3416623111546,71,"Barley",3,9,51
46.359078383561645,-62.34024546966732,97,"Barley",2,9,51
46.359078383561645,-62.311908639921725,99,"Wheat - Winter",3,9,51
46.359078383561645,-62.31049179843444,64,"Wheat - Winter",2,9,51
46.359078383561645,-62.309074956947164,93,"Wheat - Winter",3,9,51
46.359078383561645,-62.19572763796478,72,"Barley",3,10,51
46.359078383561645,-62.194310796477495,29,"Potato",3,9,51
46.359078383561645,-62.19006027201566,55,"Barley",3,9,51
46.360262598825834,-62.34024546966732,42,"Barley",3,9,51
46.360262598825834,-62.33599494520548,89,"Wheat - Winter",2,9,51
46.360262598825834,-62.326077054794524,62,"Barley",2,9,51
46.360262598825834,-62.19289395499022,92,"Potato",3,9,51
46.36144681409002,-62.45075910567515,68,"Berries - Blueberry",2,10,52
46.36144681409002,-62.34024546966732,90,"Barley",2,9,51
46.36144681409002,-62.3345781037182,79,"Wheat - Winter",2,9,51
46.36144681409002,-62.333161262230924,97,"Wheat - Winter",3,9,51
46.36144681409002,-62.19289395499022,42,"Potato",3,9,51
46.362631029354205,-62.45075910567515,90,"Berries - Blueberry",2,10,52
46.363815244618394,-62.187226589041096,37,"Potato",3,9,51
46.36499945988258,-62.187226589041096,94,"Potato",3,9,51
46.36618367514677,-62.50459908219178,48,"Mixed Forage",0,4,56
46.36618367514677,-62.187226589041096,94,"Potato",3,10,51
46.36618367514677,-62.18580974755382,86,"Potato",3,9,51
46.36618367514677,-62.18297606457926,55,"Potato",3,10,51
46.36736789041096,-62.50459908219178,76,"Potato",182,236,62
46.36736789041096,-62.50459908219178,94,"Mixed Forage",182,236,62
46.36736789041096,-62.18155922309198,75,"Potato",3,9,51
46.36855210567515,-62.50743276516634,12,"Potato",136,227,59
46.36855210567515,-62.50459908219178,97,"Mixed Forage",98,84,62
46.36855210567515,-62.18155922309198,71,"Potato",3,9,51
46.36973632093933,-62.52160118003914,85,"Mixed Forage",4,13,53
46.36973632093933,-62.52018433855186,61,"Mixed Forage",3,14,53
46.36973632093933,-62.52018433855186,93,"Mixed Forage",3,14,53
46.36973632093933,-62.503182240704504,93,"Potato",2,14,54
46.36973632093933,-62.180142381604696,87,"Clover",3,9,51
46.36973632093933,-62.17872554011742,71,"Clover",3,9,51
46.37092053620352,-62.52301802152642,82,"Potato",3,13,52
46.37092053620352,-62.52160118003914,89,"Potato",3,13,52
46.37092053620352,-62.52018433855186,82,"Mixed Forage",3,13,52
46.37092053620352,-62.503182240704504,63,"Potato",3,12,54
46.37092053620352,-62.18155922309198,53,"Potato",3,9,51
46.37092053620352,-62.17730869863014,61,"Soybean",3,9,51
46.37210475146771,-62.52160118003914,86,"Potato",5,15,53
46.37210475146771,-62.503182240704504,76,"Mixed Forage",3,13,57
46.37210475146771,-62.503182240704504,78,"Potato",3,13,57
46.37210475146771,-62.47059488649707,41,"Oats",3,11,58
46.37210475146771,-62.17730869863014,89,"Soybean",3,10,51
46.3732889667319,-62.52160118003914,51,"Mixed Forage",0,3,55
46.3732889667319,-62.51876749706458,57,"Mixed Forage",4,14,52
46.3732889667319,-62.503182240704504,54,"Potato",3,12,56
46.3732889667319,-62.469178045009784,44,"Potato",3,11,54
46.3732889667319,-62.17730869863014,15,"Potato",3,9,51
46.37447318199609,-62.52018433855186,63,"Potato",4,14,52
46.37447318199609,-62.51876749706458,36,"Potato",4,14,53
46.37447318199609,-62.49184750880626,34,"Potato",4,22,52
46.37447318199609,-62.17447501565558,49,"Potato",3,9,50
46.37565739726028,-62.555605375733855,52,"Oats",69,160,56
46.37565739726028,-62.55277169275929,76,"Mixed Forage",62,184,56
46.37565739726028,-62.551354851272016,90,"Mixed Forage",90,192,58
46.37565739726028,-62.496098033268105,51,"Clover",4,12,55
46.37565739726028,-62.47342856947162,54,"Oats",4,12,56
46.37684161252446,-62.50034855772994,26,"Oats",3,12,52
46.37684161252446,-62.48334645988258,85,"Mixed Forage",4,12,52
46.37684161252446,-62.481929618395306,84,"Mixed Forage",4,12,53
46.37684161252446,-62.1588897592955,66,"Potato",3,9,51
46.37684161252446,-62.15747291780822,93,"Potato",3,9,50
46.37684161252446,-62.156056076320944,45,"Potato",3,9,51
46.37802582778865,-62.555605375733855,31,"Barley",57,127,54
46.37802582778865,-62.551354851272016,20,"Barley",65,218,58
46.37802582778865,-62.54285380234834,75,"Barley",76,132,57
46.37802582778865,-62.43942437377691,79,"Potato",4,12,53
46.37802582778865,-62.14613818590998,74,"Potato",3,9,51
46.37802582778865,-62.144721344422706,84,"Potato",3,9,51
46.37921004305284,-62.43942437377691,66,"Potato",4,11,53
46.37921004305284,-62.13622029549902,86,"Clover",3,10,51
46.380394258317025,-62.440841215264186,61,"Potato",4,11,52
46.380394258317025,-62.43942437377691,99,"Potato",4,11,53
46.380394258317025,-62.13622029549902,62,"Clover",3,9,50
46.380394258317025,-62.13338661252446,82,"Potato",3,9,51
46.381578473581214,-62.55418853424658,16,"Barley",67,118,56
46.381578473581214,-62.43942437377691,69,"Potato",4,12,53
46.381578473581214,-62.13338661252446,58,"Potato",3,9,51
46.381578473581214,-62.131969771037184,77,"Clover",3,10,51
46.3827626888454,-62.55702221722113,39,"Mixed Forage",56,107,56
46.3827626888454,-62.43942437377691,20,"Potato",4,11,54
46.3827626888454,-62.131969771037184,56,"Clover",3,9,50
46.38394690410959,-62.13338661252446,98,"Barley",3,9,51
46.385131119373774,-62.555605375733855,4,"Mixed Forage",86,205,54
46.385131119373774,-62.55277169275929,60,"Mixed Forage",33,79,56
46.385131119373774,-62.13338661252446,60,"Barley",3,9,50
46.385131119373774,-62.127719246575346,48,"Mixed Forage",3,9,51
46.38631533463796,-62.55277169275929,96,"Mixed Forage",135,162,56
46.38631533463796,-62.551354851272016,29,"Peas",190,144,125
46.38631533463796,-62.127719246575346,84,"Mixed Forage",3,10,51
46.38749954990215,-62.55418853424658,80,"Peas",110,173,61
46.38749954990215,-62.120635039138946,99,"Abandoned Agricultural Land",3,11,53
46.38868376516634,-62.55418853424658,73,"Peas",122,230,60
46.38868376516634,-62.120635039138946,42,"Abandoned Agricultural Land",3,9,50
46.38986798043053,-62.433757007827786,86,"Pasture",3,10,53
46.38986798043053,-62.43234016634051,94,"Pasture",3,10,53
46.38986798043053,-62.124885563600785,99,"Potato",3,9,51
46.38986798043053,-62.12346872211351,60,"Potato",3,9,51
46.38986798043053,-62.11638451467711,22,"Barley",4,9,51
46.38986798043053,-62.11213399021527,59,"Potato",3,9,51
46.39105219569472,-62.48051277690802,90,"Potato",82,176,55
46.39105219569472,-62.42808964187867,56,"Timothy",2,10,53
46.39105219569472,-62.10646662426615,12,"Potato",3,9,50
46.3922364109589,-62.48051277690802,80,"Potato",77,152,55
46.39342062622309,-62.481929618395306,36,"Potato",75,171,54
46.39342062622309,-62.10646662426615,98,"Wheat - Spring",3,9,51
46.39342062622309,-62.10221609980431,100,"Potato",3,9,51
46.39342062622309,-62.100799258317025,59,"Potato",3,9,51
46.39460484148728,-62.10646662426615,96,"Wheat - Spring",3,9,50
46.39578905675147,-62.103632941291586,60,"Potato",3,9,51
46.39578905675147,-62.10221609980431,97,"Potato",3,9,50
46.39578905675147,-62.09938241682975,67,"Wheat - Winter",3,9,50
46.39578905675147,-62.09654873385519,76,"Mixed Forage",3,10,51
46.39578905675147,-62.09513189236791,89,"Mixed Forage",3,9,51
46.39697327201566,-62.54710432681018,84,"Potato",67,93,58
46.39697327201566,-62.50176539921722,74,"Potato",89,195,57
46.39697327201566,-62.50034855772994,91,"Potato",97,221,56
46.39697327201566,-62.09938241682975,65,"Wheat - Winter",3,9,51
46.39697327201566,-62.09229820939335,75,"Wheat - Winter",3,9,50
46.398157487279846,-62.54710432681018,94,"Potato",97,199,58
46.398157487279846,-62.09229820939335,89,"Wheat - Winter",2,9,51
