Latitude,Longitude,CropType
44.06162209137573,-80.20728593141742,"Wheat - Winter"
44.06015985687976,-80.20508208633002,"Wheat - Winter"
44.062657292862916,-80.20564582752934,"Wheat - Winter"
44.058454010006,-80.20391311317452,"Wheat - Winter"
44.05557275498728,-80.19953809323039,"Soybean"
44.054216101529455,-80.19887855968221,"Corn"
44.01244698062706,-80.18712024852718,"Wheat - Winter"
43.973532128110975,-80.18002184494046,"Wheat - Spring"
43.97328484854061,-80.18097422085063,"Wheat - Spring"
43.96326788363591,-80.17580601013078,"Corn"
43.962806366262214,-80.17737260396623,"Corn"
43.958954248276804,-80.182260444301,"Wheat - Winter"
43.95724584775043,-80.18292908073694,"Soybean"
43.95626975846195,-80.18600221867274,"Soybean"
43.9566698433368,-80.19601820136451,"Wheat - Winter"
43.954166890591424,-80.20769217339829,"Soybean"
43.94860947866683,-80.21793718782295,"Corn"
43.947705850397085,-80.2254129638066,"Wheat - Winter"
43.947530662092355,-80.23176585869852,"Soybean"
43.94356180358413,-80.25480513170037,"Corn"
43.9423060668533,-80.26742308733893,"Soybean"
43.940657617049176,-80.27134876658067,"Corn"
43.940147113274875,-80.2732600072224,"Corn"
43.93914228256838,-80.27813688222656,"Corn"
43.93723466724756,-80.27969811708523,"Corn"
43.93591285855854,-80.29538946465215,"Corn"
43.931364215872584,-80.30542401784975,"Corn"
43.92539532656426,-80.31499911595331,"Wheat - Winter"
43.934294053427664,-80.32270947723477,"Soybean"
43.97919097281562,-80.33369969467816,"Wheat - Winter"
44.01522928574133,-80.34368130118185,"Corn"
44.01908010045932,-80.34494745789183,"Corn"
44.02690733475975,-80.34573824539984,"Soybean"
44.03002059381938,-80.34497473816698,"Canola / Rapeseed"
44.031979664893186,-80.34436155139818,"Canola / Rapeseed"
44.035300637146506,-80.34516510405248,"Canola / Rapeseed"
44.03819848540891,-80.34661680855262,"Canola / Rapeseed"
44.036725339913275,-80.34278038926016,"Canola / Rapeseed"
44.041461300941855,-80.34727095093108,"Canola / Rapeseed"
44.043764526372826,-80.3480342423565,"Canola / Rapeseed"
44.04330449533278,-80.35363082228666,"Soybean"
44.039899088306214,-80.37780780508473,"Wheat - Winter"
44.03806433362157,-80.38543325237431,"Wheat - Spring"
44.03852002778827,-80.38892535172401,"Wheat - Spring"
44.02866344372374,-80.43125438454169,"Corn"
44.02599293744543,-80.43373294190327,"Corn"
44.027235909017634,-80.43566264163881,"Wheat - Winter"
44.02329094285775,-80.44920884194403,"Corn"
44.02265812630259,-80.45957469512467,"Wheat - Winter"
44.019838628273355,-80.46163710030115,"Soybean"
44.01998805051401,-80.47112538474026,"Soybean"
44.01847666040067,-80.4710667311714,"Soybean"
44.01852860313833,-80.47703161395313,"Soybean"
44.01796328369938,-80.4805146809823,"Soybean"
44.01636682098306,-80.49068472424855,"Wheat - Spring"
44.01567428856742,-80.4935688098631,"Wheat - Spring"
44.01474239110503,-80.49632694282754,"Wheat - Spring"
44.01614308650856,-80.49540798949045,"Wheat - Spring"
44.014031618049096,-80.50023664024349,"Wheat - Spring"
44.010995915512254,-80.51161394070265,"Wheat - Winter"
44.01058789061749,-80.51492877123218,"Corn"
44.009936562802196,-80.51809348546695,"Corn"
44.007643062266766,-80.53053051629736,"Corn"
44.0046201283405,-80.54383744321808,"Corn"
44.00008606764292,-80.55756776518301,"Soybean"
44.0010754492292,-80.5581529419011,"Corn"
44.004151291158735,-80.57224113118794,"Corn"
44.02364915433181,-80.5793935122166,"Corn"
44.0389689199988,-80.58420705922337,"Corn"
44.04875550107293,-80.58366652885,"Corn"
44.05022633074622,-80.58814906376352,"Corn"
44.025786311503765,-80.57947735003884,"Canola / Rapeseed"
44.02549751170705,-80.58092244433703,"Canola / Rapeseed"
44.10584545286051,-80.61394432776225,"Soybean"
44.105733519142504,-80.61663492283225,"Soybean"
44.10403942941178,-80.61908893341585,"Soybean"
44.10391277883918,-80.62072269946728,"Soybean"
44.10113176153735,-80.65728634290876,"Soybean"
44.100632278722394,-80.6598112324323,"Soybean"
44.100119312601485,-80.66392700040468,"Wheat - Spring"
44.10634244733057,-80.66862608241816,"Wheat - Winter"
44.13814672341046,-80.67601097397109,"Corn"
44.138178025956286,-80.67771782637885,"Wheat - Winter"
44.16933194104475,-80.68333281423178,"Soybean"
44.174450074219564,-80.68656719258182,"Corn"
44.197175001375435,-80.69499655352807,"Soybean"
44.19307558479263,-80.71546194955326,"Soybean"
44.18812204519419,-80.82084572991994,"Corn"
44.207001464310885,-80.82481099641434,"Barley"
44.205298459413655,-80.82446081971273,"Barley"
44.20658273380789,-80.822828046355,"Barley"
44.21066621603711,-80.82931621767116,"Barley"
44.20942437246239,-80.82980256590197,"Barley"
44.210041455562425,-80.83227407341101,"Barley"
44.208368374396706,-80.83238016629258,"Barley"
44.233508187896106,-80.83557488241745,"Canola / Rapeseed"
44.25267121057811,-81.38183373881026,"Soybean"
44.24821328924271,-81.38506537248637,"Soybean"
44.24879006613834,-81.38795646024049,"Soybean"
44.25149908275887,-81.39632790663134,"Wheat - Winter"
44.255130258573374,-81.40399802451633,"Wheat - Winter"
44.25596725211185,-81.41131916065734,"Wheat - Winter"
44.24434830656974,-81.55933683356419,"Soybean"
44.24262771254032,-81.5608716775462,"Soybean"
44.22595279450421,-81.57701682422805,"Corn"
44.22407491784621,-81.57606963644763,"Wheat - Winter"
44.219714695042875,-81.57907601982657,"Wheat - Winter"
44.21935728617616,-81.58273749863055,"Corn"
44.21786981082908,-81.5806803565479,"Corn"
43.63699987154821,-81.5882385444029,"Corn"
43.63638939263921,-81.58549310389414,"Soybean"
43.63415130374495,-81.5801212689891,"Corn"
43.634151150943985,-81.57730448969816,"Soybean"
43.62889164150384,-81.5698141873821,"Corn"
43.630946818961334,-81.56941971914355,"Corn"
43.62719677377997,-81.56450489654462,"Soybean"
43.59356244387032,-81.53064523768465,"Corn"
43.595521313181514,-81.53102609573533,"Corn"
43.583413309729885,-81.5304215508874,"Corn"
43.57426478027485,-81.52544706429599,"Soybean"
43.57425503133414,-81.52941958298231,"Soybean"
43.570115788944705,-81.52736165171518,"Wheat - Winter"
43.559865695653805,-81.52618250695102,"Wheat - Winter"
43.55777290615376,-81.52512023694833,"Corn"
43.555508011400235,-81.52237463676049,"Barley"
43.55585487716512,-81.52030938443195,"Barley"
43.556154989872766,-81.51796094409839,"Barley"
43.55660357421771,-81.51550476421212,"Barley"
43.553967834315095,-81.52208356438241,"Corn"
43.552227520750584,-81.5245621361904,"Soybean"
43.549974284904884,-81.52382516770825,"Soybean"
43.55144027928,-81.52083675735842,"Corn"
43.54457232323253,-81.52201939931481,"Wheat - Winter"
43.54234567816994,-81.52163082537902,"Wheat - Winter"
43.53185219321844,-81.51765012876207,"Corn"
43.5295220184302,-81.51903465058302,"Soybean"
43.51593604336138,-81.51681921484817,"Soybean"
43.52288166084064,-81.5186921170503,"Barley"
43.52272471758432,-81.51965566551695,"Barley"
43.5217744101631,-81.51966969740873,"Barley"
43.51555985065271,-81.51312116364947,"Corn"
43.50682536853245,-81.51240605942475,"Corn"
43.506318830764755,-81.51452656273266,"Corn"
43.504356516329715,-81.51392018055479,"Soybean"
43.50499910885329,-81.51184519288542,"Corn"
43.499647639803776,-81.51031666674317,"Corn"
43.490576480246084,-81.50808182416726,"Soybean"
43.46494917241394,-81.50794526775832,"Wheat - Winter"
43.463330415136944,-81.50308881344249,"Soybean"
43.455739794009816,-81.50423248412214,"Corn"
43.42348781940944,-81.49767636759542,"Corn"
43.411613374796595,-81.49532841783943,"Corn"
43.40085846586366,-81.49342842495336,"Corn"
43.39928938252759,-81.48989213861464,"Corn"
43.39455555623568,-81.49180677954679,"Soybean"
43.391831779501025,-81.49098102056176,"Wheat - Winter"
43.390264935758836,-81.49103527139982,"Corn"
43.38492310885826,-81.48977682859396,"Soybean"
43.32647595510529,-81.47504264348059,"Wheat - Winter"
43.32313997174389,-81.47460202641359,"Soybean"
43.322563024785005,-81.47750201867689,"Soybean"
43.32084720340626,-81.47671989143846,"Corn"
43.318884933625206,-81.47348407563635,"Wheat - Winter"
43.31496305178297,-81.47551884195164,"Corn"
43.312843449216864,-81.47200389425613,"Corn"
43.31135593647134,-81.47519127491825,"Corn"
43.306190865260646,-81.4711202485142,"Wheat - Winter"
43.30442534386615,-81.47087467739966,"Wheat - Winter"
43.30279608750979,-81.47056729308856,"Corn"
43.2988778237722,-81.47191248358476,"Wheat - Winter"
43.2910220325716,-81.46803286825897,"Wheat - Winter"
43.29018956581498,-81.47013686466298,"Wheat - Winter"
43.26412721150781,-81.4625329630556,"Corn"
43.262192248597174,-81.46181877071446,"Corn"
43.25323563832287,-81.46337066008918,"Wheat - Winter"
43.2547158610957,-81.46356492588485,"Wheat - Winter"
43.25053129844379,-81.4631319480798,"Wheat - Winter"
43.250616714635214,-81.45838347490543,"Wheat - Winter"
43.25121643800346,-81.46019550689225,"Wheat - Winter"
43.24827419295422,-81.45941582753132,"Soybean"
43.2455560677699,-81.4617107066749,"Corn"
43.24165130093054,-81.458319634147,"Corn"
43.23779147285618,-81.45985867564215,"Corn"
43.23186350234869,-81.4595762083116,"Corn"
43.23108263745527,-81.45613689246791,"Wheat - Winter"
43.22765015803347,-81.45567258480612,"Corn"
43.2200564588231,-81.45657760659665,"Corn"
43.21864410680403,-81.45386501526963,"Wheat - Winter"
43.20890352159319,-81.4548297218552,"Corn"
43.19604189578337,-81.4516340205021,"Corn"
43.19126082009176,-81.45123542915204,"Corn"
43.18742317397125,-81.45050441014482,"Corn"
43.18547365380369,-81.44777062911108,"Corn"
43.1781412183644,-81.448374375978,"Wheat - Winter"
43.156631771384184,-81.44604595475975,"Wheat - Winter"
43.154769677185605,-81.44452649735796,"Wheat - Winter"
43.13870928031627,-81.4527751340267,"Wheat - Winter"
43.13810895106509,-81.46346802231022,"Corn"
43.13549045093813,-81.46307051479259,"Corn"
43.14128625188044,-81.48665550893544,"Wheat - Winter"
43.143680469827096,-81.52030565337576,"Corn"
43.144496387165205,-81.52379815746596,"Corn"
43.14892327411645,-81.55055803735046,"Wheat - Winter"
43.15262234594187,-81.55980423921291,"Corn"
43.15379796298842,-81.5858767891282,"Wheat - Winter"
43.152828358727476,-81.58212287044483,"Wheat - Winter"
43.15489471861293,-81.58952895198868,"Wheat - Winter"
43.15763266855192,-81.58540742689695,"Soybean"
43.15778690101874,-81.58970393332898,"Corn"
42.80524848348248,-81.21433552027753,"Corn"
42.80723804871516,-81.25596567511417,"Wheat - Winter"
42.81515312006801,-81.25930923177718,"Corn"
42.83864085505647,-81.27075959618736,"Corn"
42.84431380498226,-81.27003544653094,"Corn"
42.85425760776088,-81.27782145933743,"Corn"
42.856031170566894,-81.28137337529651,"Soybean"
42.85279317271411,-81.29603809522665,"Corn"
42.85037720263376,-81.29655208442709,"Corn"
42.84971512146826,-81.30939802347665,"Soybean"
42.84856160902641,-81.31357977675825,"Corn"
42.851804370545764,-81.31520667271539,"Soybean"
42.85360809546727,-81.31239505356083,"Soybean"
42.85522205950904,-81.31538431984725,"Corn"
42.85513797513153,-81.32086760721971,"Corn"
42.85257783484237,-81.32058553534624,"Soybean"
42.85197172806997,-81.32688144889889,"Corn"
42.85338043757398,-81.32796566454518,"Corn"
42.8522644346499,-81.33169607981591,"Corn"
42.84956798798213,-81.33382778897655,"Corn"
42.85151587061583,-81.3365887726392,"Soybean"
42.85070020991991,-81.33947599292505,"Soybean"
42.84990043346895,-81.34223243678626,"Soybean"
42.84531378764571,-81.35026213189667,"Corn"
42.846944144776785,-81.35518221869584,"Soybean"
42.84336028227168,-81.36099976873611,"Corn"
42.84526526579002,-81.36578473654583,"Corn"
42.85550817554383,-81.36750132839853,"Corn"
42.86032164907179,-81.36980272378142,"Wheat - Winter"
42.86089252956849,-81.36790912532817,"Wheat - Winter"
42.86125060970575,-81.36607319221196,"Wheat - Winter"
42.86234481996841,-81.36780192913135,"Wheat - Winter"
42.86477815783991,-81.37152529167,"Soybean"
42.869129754939834,-81.37313443596442,"Soybean"
42.869082384518805,-81.37637554101696,"Corn"
42.88119062962922,-81.37880393795636,"Soybean"
42.88747771383945,-81.38004736153759,"Soybean"
42.88854640730022,-81.36797162212798,"Soybean"
42.890488315661464,-81.36652492517419,"Corn"
42.88903426231308,-81.36447139099474,"Corn"
42.891452895618954,-81.36379810251513,"Corn"
42.890148398209625,-81.36119875505634,"Corn"
42.89146944003669,-81.356720265568,"Wheat - Winter"
42.894539250723135,-81.35411723167469,"Corn"
42.892660496036626,-81.3524883570222,"Corn"
42.892701900682425,-81.34938663491506,"Wheat - Winter"
42.89311237718131,-81.34789623069429,"Wheat - Winter"
42.898154468888926,-81.34064266713446,"Soybean"
42.89543546297924,-81.33529968203212,"Wheat - Winter"
42.89784847903401,-81.33267088617806,"Corn"
42.898690333890976,-81.32859224913838,"Soybean"
42.90055992337909,-81.32708496304069,"Wheat - Winter"
42.91953449758114,-81.2808937190538,"Corn"
42.919890896874016,-81.27569203846012,"Soybean"
42.913366497315465,-81.24689233281858,"Corn"
42.91246328529189,-81.23944059276953,"Corn"
42.91126545178781,-81.23821789899073,"Soybean"
42.91391626837567,-81.20665759428395,"Corn"
42.917141956882766,-81.18223783613027,"Soybean"
42.915403164249064,-81.18225589390794,"Wheat - Winter"
42.91547456505577,-81.17877843073705,"Soybean"
42.91744358067049,-81.1800506560513,"Soybean"
42.916176283441445,-81.17338840646823,"Corn"
42.91766473124804,-81.17503885668722,"Corn"
42.91694500356115,-81.16668751688675,"Soybean"
42.91865266719091,-81.16687965280447,"Wheat - Winter"
42.91722323314486,-81.16340875356492,"Soybean"
42.91913982515967,-81.16003789904973,"Soybean"
42.92057419051216,-81.14720276213085,"Wheat - Winter"
42.920857196727205,-81.14464933027857,"Corn"
42.91926150976669,-81.13993695557023,"Corn"
42.92137590767075,-81.13812286872752,"Corn"
42.92155136908376,-81.11811714119344,"Corn"
42.922457990435404,-81.10709787862875,"Soybean"
42.92505002464526,-81.10381717959135,"Soybean"
42.90273322508817,-81.09446253653188,"Corn"
42.89258702056844,-81.08915283572095,"Soybean"
42.889115750855154,-81.09095100776943,"Soybean"
42.87654547871993,-81.08512601825181,"Wheat - Winter"
42.872979067265405,-81.0866496496789,"Corn"
42.87286364387435,-81.08375804065778,"Wheat - Winter"
42.86994408798171,-81.08334102237244,"Wheat - Winter"
42.86836434406503,-81.08528490756683,"Corn"
42.86765553410151,-81.08289043056149,"Soybean"
42.8626734602251,-81.08169627534694,"Corn"
42.860641889176094,-81.08305618851135,"Wheat - Winter"
42.858217844962866,-81.08054868171074,"Wheat - Winter"
42.85614896907275,-81.08247615996257,"Soybean"
42.85465514159471,-81.08219760547807,"Wheat - Winter"
42.85145405259794,-81.07908944831448,"Soybean"
42.85028647149762,-81.08078899247575,"Soybean"
42.84597004669309,-81.07801861852747,"Corn"
42.8440160808626,-81.07891230731646,"Corn"
42.843264169899086,-81.07991695601349,"Corn"
42.84417122330663,-81.07644413213251,"Corn"
42.83880409628757,-81.07845108548983,"Corn"
42.838278117784576,-81.07558813812882,"Corn"
42.83248076231541,-81.0744879710094,"Wheat - Winter"
42.8309632419781,-81.07628468672203,"Corn"
42.82797862317249,-81.07327430431515,"Wheat - Winter"
42.826300037943916,-81.07585146558013,"Corn"
42.81119812207153,-81.07631043370725,"Soybean"
42.80800719586492,-81.07717314605637,"Corn"
42.80565673770325,-81.07826007210416,"Corn"
42.8097223008659,-80.32053109103484,"Wheat - Winter"
42.8287238895846,-80.33585297509362,"Corn"
42.836504452301334,-80.3522926428564,"Corn"
42.83453451449788,-80.3749200296357,"Soybean"
42.825490100403954,-80.4343757726366,"Soybean"
42.8229248588554,-80.44240525648047,"Wheat - Winter"
42.82357501959981,-80.44455480136963,"Corn"
42.82882253165902,-80.47736232674927,"Soybean"
42.834399217651026,-80.48679489214572,"Soybean"
42.84517134137535,-80.47019347093655,"Corn"
42.87158474832394,-80.47328326267355,"Corn"
42.89870492824746,-80.44375177586224,"Soybean"
42.89960224442958,-80.43936935714007,"Corn"
42.902146972076885,-80.42196974074346,"Soybean"
42.9048185043183,-80.48889325156878,"Corn"
42.90125389730468,-80.52819544390962,"Soybean"
42.89972831033041,-80.52760800911769,"Soybean"
42.89844006140216,-80.52714892434808,"Soybean"
42.87923950219423,-80.54121131266047,"Soybean"
42.87871408976447,-80.54557502554603,"Soybean"
42.87508360986276,-80.56869328818709,"Corn"
42.87228874655966,-80.59137674381489,"Corn"
42.867585605040894,-80.60561126178892,"Corn"
42.85736894131274,-80.59776527168903,"Corn"
42.85347605956028,-80.59303054572862,"Corn"
42.85424654329692,-80.59370928114815,"Corn"
42.84076402447494,-80.58503158673591,"Corn"
42.83400697888123,-80.57796991722539,"Corn"
42.83302671507531,-80.57912777911031,"Corn"
42.81607178972532,-80.57334911942529,"Corn"
42.8157479932836,-80.57551001891072,"Corn"
42.81512762530612,-80.58661484942913,"Corn"
42.813625266826236,-80.58857714128868,"Corn"
42.81492145392251,-80.59307477737543,"Corn"
42.82338887565803,-80.59880045586831,"Soybean"
42.823125035997926,-80.60054383356702,"Soybean"
42.83070627742832,-80.60432153855363,"Corn"
42.83751268699364,-80.61201129715253,"Corn"
42.83934541442637,-80.61297838605343,"Corn"
42.84020948407919,-80.61125034397654,"Corn"
42.84206920034946,-80.61275823347425,"Soybean"
42.83730668351867,-80.758707670358,"Corn"
42.83503675908351,-80.75973083630406,"Soybean"
42.835994366275465,-80.75764139771881,"Soybean"
42.8293078532543,-80.76846238817829,"Corn"
42.8307117236188,-80.77024761825237,"Soybean"
42.82005778669198,-80.78553392498277,"Soybean"
42.81481497787613,-80.7935292846523,"Corn"
42.81413552848117,-80.79831087617082,"Corn"
42.811069949825374,-80.80031861215986,"Soybean"
42.80569897530551,-80.84918023427383,"Wheat - Winter"
42.80951292921364,-80.86549841617419,"Wheat - Winter"
42.811160608108125,-80.8651459141265,"Soybean"
42.8116349335102,-80.87456635613208,"Corn"
42.81185916399803,-80.89296472258538,"Soybean"
42.81195308446249,-80.92017657855841,"Wheat - Winter"
42.81198671371054,-80.9219489170067,"Corn"
42.812298979900966,-80.93582582665888,"Corn"
42.81228141914901,-80.94018833142057,"Wheat - Winter"
42.812400685631864,-80.94232731474534,"Soybean"
42.81195819866046,-80.94685335434117,"Soybean"
42.81219542319283,-80.95118329083908,"Corn"
42.812194938712615,-80.95256016612068,"Corn"
42.81306931853945,-80.95784611468744,"Soybean"
42.824323517918835,-80.95725049934211,"Corn"
42.824164263625,-80.95536846692295,"Soybean"
42.84511800597201,-80.9385913339308,"Corn"
42.845716447271904,-80.94056581087621,"Wheat - Winter"
42.85010875733798,-80.94199778154271,"Soybean"
42.857537749506406,-80.92491941945083,"Corn"
42.86081222344351,-80.92112045190369,"Corn"
42.87247036098114,-80.92271836007666,"Corn"
42.87577852502424,-80.9256826285271,"Corn"
42.87861406919586,-80.92629930684743,"Wheat - Winter"
42.88593612447618,-80.9284805207137,"Wheat - Winter"
42.886764098960874,-80.92628700998344,"Corn"
42.89102894015668,-80.92734895809969,"Wheat - Winter"
42.907417757442694,-80.92751486710836,"Corn"
42.91069613187239,-80.92470759223384,"Soybean"
42.91126542725403,-80.92750468534925,"Soybean"
42.910126656441214,-80.92651934953085,"Soybean"
42.90830813096386,-80.91627600437603,"Soybean"
42.91276309615599,-80.90386079255865,"Soybean"
42.913476737554795,-80.90266733779085,"Corn"
42.91165250665302,-80.90123425534775,"Corn"
42.91564031801089,-80.88070947618925,"Corn"
42.91962932151231,-80.84071789984006,"Corn"
42.922544713491384,-80.83709918141543,"Wheat - Winter"
42.92385262672241,-80.83125601238702,"Corn"
42.92155578859343,-80.82813692318025,"Soybean"
42.92339618785982,-80.81357061128561,"Corn"
42.92717774363925,-80.80926696611608,"Soybean"
42.92446457234821,-80.80805094196099,"Wheat - Winter"
42.92718461258122,-80.80598434200644,"Soybean"
42.92533379707467,-80.80243921307239,"Soybean"
42.926863006930255,-80.79725852746571,"Soybean"
42.92735600898737,-80.7907809147125,"Soybean"
42.930135324920315,-80.79094857433265,"Soybean"
42.9291848371018,-80.77981282446851,"Corn"
42.92938197909369,-80.77062166169338,"Corn"
42.9228465100221,-80.76549121818516,"Corn"
42.915030921067256,-80.7637662697631,"Soybean"
42.89638440212162,-80.75641940435769,"Corn"
42.89293105289438,-80.7578647393127,"Canola / Rapeseed"
42.8932451212116,-80.75951010983746,"Canola / Rapeseed"
42.89442301986317,-80.76069239249362,"Canola / Rapeseed"
42.89315047789758,-80.76127256899068,"Canola / Rapeseed"
42.89212676035461,-80.76262410518996,"Canola / Rapeseed"
42.89407565062347,-80.7634220380747,"Canola / Rapeseed"
42.88896129254399,-80.75691170336505,"Corn"
42.900874521645605,-80.76022408198511,"Soybean"
42.9060310666182,-80.75555601723937,"Wheat - Winter"
42.9042346195684,-80.75195514759208,"Corn"
42.90666118939054,-80.75152207603799,"Corn"
42.90466997557667,-80.74828529002363,"Wheat - Winter"
42.9050569659176,-80.74563444875125,"Soybean"
42.908645229700426,-80.74242316705991,"Soybean"
42.90694384667242,-80.7356041862908,"Corn"
42.90936780879998,-80.7326048091282,"Corn"
42.90842005808421,-80.72014932883673,"Corn"
42.90843864828462,-80.71634982320279,"Corn"
42.90894834280667,-80.71245044087529,"Wheat - Winter"
42.909624092235696,-80.70898831752041,"Wheat - Winter"
42.909549181399605,-80.7053880722211,"Corn"
42.91390964091653,-80.70421670053983,"Wheat - Winter"
42.91130079721143,-80.69724027425599,"Corn"
42.913710086829695,-80.6795653413311,"Wheat - Winter"
42.919706479549845,-80.65665439707257,"Corn"
42.92284625023591,-80.62359875057714,"Potato"
42.921550893001616,-80.6232393416202,"Potato"
42.92084235725007,-80.62351793119028,"Potato"
42.929136012314856,-80.59246290411345,"Potato"
42.92904148318403,-80.59028060659607,"Corn"
42.93099287567213,-80.58074654191088,"Soybean"
42.94695891232046,-80.5846729704739,"Soybean"
42.95548485204314,-80.58949808592787,"Corn"
42.96090691246631,-80.59171280059977,"Corn"
42.96393982449443,-80.58984426608784,"Soybean"
42.9666950104933,-80.59316507623761,"Wheat - Winter"
42.968989414049155,-80.59373428616746,"Wheat - Winter"
42.997843404486986,-80.59879091985687,"Corn"
42.99675173518024,-80.60189968674514,"Corn"
43.00649378273569,-80.6022110456215,"Soybean"
43.01233248032213,-80.60405438061382,"Soybean"
43.020710912573726,-80.60919103173127,"Corn"
43.02940045040006,-80.61207915208998,"Wheat - Winter"
43.02945680853456,-80.6143837773684,"Wheat - Winter"
43.029140726968954,-80.61749745300847,"Corn"
43.030638222345736,-80.6185244739305,"Corn"
43.02969811531974,-80.62236149465119,"Wheat - Winter"
43.02983422997143,-80.62376621426957,"Wheat - Winter"
43.027784375272205,-80.62511242877243,"Soybean"
43.02779421915735,-80.63318287518682,"Corn"
43.026164233081175,-80.63303900669243,"Corn"
43.026886474807036,-80.6404146404723,"Corn"
43.02341215750571,-80.66404749906599,"Wheat - Winter"
43.02241057187021,-80.66731544768868,"Corn"
43.021144132652445,-80.67744390324657,"Soybean"
43.01981167505905,-80.6866410741831,"Corn"
43.01864157667334,-80.69616265356854,"Corn"
43.02985365450463,-80.70384041411243,"Wheat - Winter"
43.03103584636651,-80.7068507782995,"Corn"
43.028667955277385,-80.71016210224597,"Soybean"
43.02987306236308,-80.71317062753467,"Corn"
43.028692179339735,-80.71958576025189,"Wheat - Winter"
43.027037740439845,-80.72258881582641,"Soybean"
43.02649994301443,-80.72534851707692,"Soybean"
43.02776052526111,-80.72744170234327,"Wheat - Winter"
43.02618351095136,-80.72773326823021,"Soybean"
43.027179807683794,-80.73070267326693,"Wheat - Winter"
43.02667647684569,-80.73301964805745,"Wheat - Winter"
43.02636896110552,-80.73482434859794,"Wheat - Winter"
43.024759849897364,-80.73397698776307,"Corn"
43.02374381349387,-80.73720638122937,"Corn"
43.02349349591378,-80.74102795909485,"Soybean"
43.02432719638956,-80.74832464752798,"Corn"
43.026019052459276,-80.75978240678161,"Corn"
43.02256699178244,-80.76271488869236,"Corn"
43.02049220933896,-80.76600859383281,"Corn"
43.02009976862503,-80.76897006598087,"Corn"
43.02169864918221,-80.78251827838909,"Soybean"
43.02115318655754,-80.78484377074702,"Soybean"
43.02465825111387,-80.7866466631276,"Soybean"
43.03031936625575,-80.79413663480346,"Soybean"
43.044906786193344,-80.81494273069664,"Corn"
43.04949658769597,-80.81758255885903,"Corn"
43.05391236825968,-80.82343341660847,"Soybean"
43.05331787644284,-80.82072800147463,"Soybean"
43.0572482104885,-80.82751324182482,"Corn"
43.05639950882981,-80.8305618446861,"Corn"
43.060194099102546,-80.8354464022965,"Corn"
43.0619358605511,-80.83443118004219,"Corn"
43.06392335770198,-80.836221829978,"Corn"
43.06542661382053,-80.8421252128338,"Soybean"
